"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2259998321533","14.3479995727539","14.3909997940063","14.5150003433228","14.8030004501343","14.5050001144409","14.6990003585815","14.710000038147","14.793999671936","14.7329998016357","14.7019996643066","15.03600025177","14.8590002059937","14.8769998550415","14.9099998474121","14.4309997558594","14.7239999771118","14.1540002822876","14.91100025177","14.8149995803833","14.7810001373291","14.8199996948242","14.6800003051758","14.5050001144409","14.4270000457764","14.3140001296997","14.0900001525879","13.9060001373291","14.003999710083","14.0620002746582",
"Angola","AGO","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63700008392334","2.72300004959106","2.6949999332428","2.88199996948242","2.94799995422363","2.99399995803833","2.87599992752075","2.96700000762939","2.93199992179871","2.79800009727478","2.81100010871887","2.8989999294281","2.83299994468689","2.88199996948242","2.85199999809265","2.74600005149841","2.72300004959106","2.71000003814697","2.84500002861023","10.9219999313354","7.71799993515015","7.78800010681152","7.77199983596802","7.7189998626709","7.68100023269653","7.56300020217896","7.46700000762939","7.3270001411438","6.94199991226196","6.63100004196167",
"Albania","ALB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.8039999008179","16.2479991912842","16.7110004425049","16.7490005493164","16.7660007476807","16.7390003204346","16.4349994659424","16.8290004730225","16.9160003662109","16.8980007171631","16.992000579834","17.0629997253418","17.1040000915527","17.011999130249","16.9190006256104","16.6439990997314","16.3990001678467","13.7519998550415","15.7340002059937","15.8809995651245","13.7620000839233","11.4670000076294","13.3450002670288","15.1529998779297","17.0979995727539","14.5729999542236","12.5629997253418","11.2290000915527","11.6040000915527","12.1899995803833",
"Andorra","AND","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6841569552777","14.8119793053621","16.3231776212234","17.123300961679","17.4980676839869","16.0429637225463","16.1074162701121","16.2185611644068","16.090199295278","17.4492010478102","17.3786371410356","17.8924672902495","17.7492825599203","17.5585681259142","17.582718887079","16.8246480017917","15.7482155194952","15.7574363565094","17.366403797871","17.9412175476643","18.8203636382476","19.3259956477719","19.4566924693918","19.6588764597776","20.0161802509865","19.9687243266741","20.3613957535028","20.3821938881905","19.9541998525712","19.6686198717581",
"United Arab Emirates","ARE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43099999427795","2.11500000953674","2.2590000629425","2.2590000629425","2.35899996757507","2.44099998474121","2.50099992752075","2.51300001144409","2.52900004386902","2.71799993515015","3.35500001907349","3.9779999256134","5.10699987411499","6.3899998664856","7.22100019454956","6.68200016021729","5.8289999961853","5.41900014877319","5.84299993515015","5.88299989700317","5.98299980163574","5.95599985122681","5.85099983215332","5.21400022506714","4.70300006866455","4.19999980926514","7.13600015640259","6.18699979782104","6.0460000038147","6.04199981689453",
"Argentina","ARG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.74700021743774","6.71099996566772","12.5579996109009","13.9270000457764","22.1959991455078","19.1900005340576","17.6310005187988","14.0290002822876","15.1470003128052","16.3449993133545","17.1919994354248","18.8299999237061","17.548999786377","15.7889995574951","13.5609998703003","12.3920001983643","10.543999671936","9.72000026702881","9.85499954223633","9.19600009918213","8.49600028991699","8.81099987030029","8.48400020599365","8.38300037384033","8.85099983215332","9.11800003051758","9.46399974822998","10.5380001068115","10.9219999313354","11.4870004653931",
"Armenia","ARM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18799996376038","2.42199993133545","7.49900007247925","8.61299991607666","10.2650003433228","14.8909997940063","17.1259994506836","13.6420001983643","15.2119998931885","14.4919996261597","13.8170003890991","13.3070001602173","12.6660003662109","11.875","11.2580003738403","10.4670000076294","9.76700019836426","13.9460000991821","19.681999206543","21.2849998474121","19.6520004272461","18.181999206543","18.1389999389648","19.4650001525879","19.2520008087158","17.4839992523193","17.4710006713867","17.1989994049072","17.2950000762939","17.451000213623",
"American Samoa","ASM","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14799976348877","9.92500019073486","9.99499988555908","9.35999965667725","8.10400009155273","8.23499965667725","8.06999969482422","7.32600021362305","6.65700006484985","6.05999994277954","6.44299983978271","6.16099977493286","5.97900009155273","5.53599977493286","5.22100019454956","4.9229998588562","4.78700017929077","4.57299995422363","5.40000009536743","5.3769998550415","5.30499982833862","5.32600021362305","5.60900020599365","6.17199993133545","6.07299995422363","5.77899980545044","5.66800022125244","5.31799983978271","5.32800006866455","5.41499996185303",
"Austria","AUT","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54399991035461","3.77099990844727","4.5","3.96600008010864","4.89900016784668","5.20499992370605","5.27199983596802","5.5939998626709","4.75600004196167","4.5939998626709","4.12799978256226","4.52600002288818","4.33699989318848","5.89300012588501","5.85799980163574","5.60300016403198","5.30100011825562","4.41099977493286","5.08500003814697","4.62900018692017","4.58400011062622","4.78599977493286","5.29400014877319","5.38199996948242","5.30800008773804","5.54300022125244","5.0310001373291","4.65000009536743","4.54699993133545","4.70599985122681",
"Azerbaijan","AZE","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.995999991893768","1.94900000095367","4.86299991607666","6.6710000038147","7.77199983596802","8.85499954223633","10.0349998474121","10.9420003890991","11.9499998092651","12.7650003433228","11.539999961853","10.3699998855591","9.23900032043457","8.05300045013428","7.35300016403198","6.33300018310547","5.25600004196167","4.93100023269653","6.58599996566772","6.92500019073486","6.45100021362305","6.0939998626709","5.94500017166138","5.83900022506714","5.86700010299683","5.90799999237061","5.92700004577637","5.76599979400635","6.33500003814697","6.76200008392334",
"Burundi","BDI","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27799999713898","1.31500005722046","1.39999997615814","1.40499997138977","1.39699995517731","1.43499994277954","1.4099999666214","1.38699996471405","1.40400004386902","1.3860000371933","1.38100004196167","1.41799998283386","1.4190000295639","1.3860000371933","1.33700001239777","1.24600005149841","1.16600000858307","1.14499998092651","1.27999997138977","1.2940000295639","1.25899994373322","1.23699998855591","1.21700000762939","1.15499997138977","1.12600004673004","1.12300002574921","1.07299995422363","1.03299999237061","1.00899994373322","0.986000001430511",
"Belgium","BEL","Unemployment, female (% of female labor force) (modeled ILO estimate)","SL.UEM.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6520004272461","9.50500011444092","10.8199996948242","12.4289999008179","12.21399974823","12.4090003967285","11.5459995269775","11.7040004730225","10.2150001525879","8.2819995880127","6.92199993133545","7.79899978637695","7.99599981307983","8.28299999237061","9.51200008392334","9.31400012969971","8.44799995422363","7.59999990463257","8.10599994659424","8.51599979400635","7.17999982833862","7.40899991989136","8.17000007629395","7.94000005722046","7.76800012588501","7.55999994277954","7.05399990081787","5.56199979782104","5.13600015640259","5.31500005722046",
